"Mes","Año","Días funcionamiento","Clase","Región","Destino Turístico"," Total de Llegadas Chilenos"," Total de Pernoctaciones  Chilenos"," Total Llegadas Extranjeros"," Total Pernoctaciones Extranjeros","Total Llegadas","Total Pernoctación","Factor de Expansión"
"2","2018","28","Hotel","10","27","1449","5793","401","931","1850","6724","1"
"2","2018","28","Hotel","14","27","420","481","1766","1987","2186","2468","1"
"2","2018","28","Hotel","14","27","2172","2887","1243","1980","3415","4867","1"
"2","2018","28","Hotel","6","12","1841","2308","100","130","1941","2438","1"
"2","2018","28","Hotel","6","12","1454","2431","444","614","1898","3045","1"
"2","2018","28","Hotel","13","27","2965","8352","9","18","2974","8370","1"
"2","2018","28","Hotel","14","31","410","849","509","1333","919","2182","7.8"
"2","2018","28","Hotel","6","12","1476","4511","303","923","1779","5434","1"
"2","2018","28","Hotel","16","27","2671","5149","155","300","2826","5449","1"
"2","2018","28","","10","27","466","1076","47","65","513","1141","1"
"2","2018","28","Hotel","10","18","828","1982","723","1648","1551","3630","1"
"2","2018","28","Hotel","9","37","2060","3566","367","756","2427","4322","1"
"2","2018","28","Hotel","16","27","2526","10106","0","0","2526","10106","1"
"2","2018","28","Hotel","15","16","947","1702","155","504","1102","2206","2"
"2","2018","28","Hotel","2","1","1602","2684","304","508","1906","3192","2"
"2","2018","28","Hotel","3","4","664","1238","173","353","837","1591","1"
"2","2018","28","Hotel","16","40","369","512","1861","3434","2230","3946","1"
"2","2018","28","Hotel","7","17","4715","5464","679","770","5394","6234","1"
"2","2018","28","Hotel","12","24","896","1408","2961","3552","3857","4960","1"
"2","2018","28","Hotel","12","35","748","1634","2486","3685","3234","5319","1"
"2","2018","28","Hotel","2","6","356","921","65","74","421","995","1"
"2","2018","28","Hotel","13","33","658","683","310","446","968","1129","1"
"2","2018","28","Hotel","10","27","1295","1835","807","1111","2102","2946","1"
"2","2018","28","Hotel","10","23","1533","2734","315","559","1848","3293","1"
"2","2018","28","Hotel","11","36","1742","4001","696","971","2438","4972","1"
"2","2018","28","Hotel","8","34","1160","1818","141","332","1301","2150","1"
"2","2018","28","Hotel","2","6","477","1270","176","305","653","1575","1"
"2","2018","28","Hotel","14","31","473","724","1241","1732","1714","2456","7.8"
"2","2018","28","Hotel","11","36","2379","4407","172","310","2551","4717","1"
"2","2018","28","","10","27","86","148","431","984","517","1132","1"
"2","2018","28","Hotel","14","31","2547","3636","1968","4917","4515","8553","5.4"
"2","2018","28","Hotel","4","13","2407","2421","4","8","2411","2429","1"
"2","2018","28","Hotel","6","28","1517","1777","123","159","1640","1936","1"
"2","2018","28","Otros","14","31","176","222","172","329","348","551","2.8"
"2","2018","28","Otros","16","27","70","100","0","0","70","100","2"
"2","2018","28","Hotel","2","1","919","1588","101","159","1020","1747","2"
"2","2018","28","Hotel","10","18","1937","2331","819","1429","2756","3760","1"
"2","2018","28","Hotel","7","17","1082","1784","313","799","1395","2583","1"
"2","2018","28","Hotel","12","24","406","1296","950","2435","1356","3731","1"
"2","2018","28","Hotel","10","18","1764","3797","595","1038","2359","4835","1"
"2","2018","28","Hotel","2","1","1967","2225","23","39","1990","2264","1"
"2","2018","28","Hotel","10","18","2130","3539","0","0","2130","3539","1"
"2","2018","28","Hotel","6","28","1898","3141","421","614","2319","3755","1"
"2","2018","28","Hotel","5","5","552","2152","578","1035","1130","3187","1"
"2","2018","28","Hotel","4","13","247","477","60","107","307","584","1"
"2","2018","28","Hotel","10","18","1255","2242","872","1558","2127","3800","1"
"2","2018","28","Hotel","16","40","1566","2905","270","526","1836","3431","1"
"2","2018","28","Hotel","8","3","3569","8913","184","422","3753","9335","1"
"2","2018","28","Hotel","15","16","835","1553","183","464","1018","2017","2"
"2","2018","28","Hotel","14","31","16","60","464","1323","480","1383","7.8"
"2","2018","28","Hotel","13","33","732","872","615","747","1347","1619","1"
"2","2018","28","Hotel","15","16","443","1584","168","830","611","2414","2"
"2","2018","28","Otros","4","21","995","1927","19","46","1014","1973","1"
"2","2018","28","Hotel","6","10","816","1746","0","0","816","1746","1"
"2","2018","28","Hotel","16","19","939","2280","42","153","981","2433","1"
"2","2018","28","Hotel","16","27","1439","3544","4","8","1443","3552","1"
"2","2018","28","Hotel","10","11","3550","4246","190","355","3740","4601","1"
"2","2018","28","Otros","10","23","703","1955","48","155","751","2110","1"
"2","2018","28","Hotel","12","35","194","486","766","1507","960","1993","1"
"2","2018","28","Hotel","11","36","1088","2237","376","683","1464","2920","1"
"2","2018","28","Hotel","14","31","17","55","97","618","114","673","17.4"
"2","2018","28","Hotel","10","18","598","1607","767","1842","1365","3449","3.2"
"2","2018","28","Hotel","4","13","417","617","102","160","519","777","1"
"2","2018","28","Hotel","6","12","615","969","109","248","724","1217","5"
"2","2018","28","Hotel","6","10","996","1320","101","189","1097","1509","1"
"2","2018","28","Otros","5","5","428","683","171","304","599","987","3.65625"
"2","2018","28","Hotel","12","24","1066","1225","1334","1795","2400","3020","1"
"2","2018","28","Hotel","8","3","1493","3377","197","408","1690","3785","1"
"2","2018","28","Hotel","13","27","1005","2649","0","0","1005","2649","2.75"
"2","2018","28","Hotel","15","16","130","1168","32","440","162","1608","4"
"2","2018","28","Otros","15","16","224","567","158","574","382","1141","2"
"2","2018","28","Otros","16","20","930","2177","74","142","1004","2319","1"
"2","2018","28","Hotel","3","4","1578","3388","4","12","1582","3400","1"
"2","2018","28","Hotel","11","36","154","180","0","0","154","180","1"
"2","2018","28","Hotel","2","6","155","1153","38","237","193","1390","1"
"2","2018","28","Hotel","8","34","853","1640","175","334","1028","1974","1"
"2","2018","28","Hotel","4","13","34","50","10","13","44","63","3.2"
"2","2018","28","Hotel","13","27","671","1540","6","16","677","1556","2.75"
"2","2018","28","Hotel","2","29","237","517","1038","2588","1275","3105","1"
"2","2018","28","Otros","11","36","193","603","7","7","200","610","1"
"2","2018","28","Otros","7","17","409","915","2","2","411","917","1"
"2","2018","28","","10","11","29","29","3","3","32","32","1"
"2","2018","28","Hotel","4","13","890","1322","35","88","925","1410","1"
"2","2018","28","Hotel","16","40","2437","3657","826","1241","3263","4898","5.6666666666667"
"2","2018","28","Hotel","10","23","805","1312","893","1747","1698","3059","2.8"
"2","2018","28","Hotel","8","34","672","839","370","552","1042","1391","1"
"2","2018","28","Hotel","5","5","710","2132","275","614","985","2746","1"
"2","2018","28","Hotel","3","4","104","197","100","197","204","394","3"
"2","2018","28","Hotel","9","26","58","95","8","22","66","117","1"
"2","2018","28","Hotel","8","34","514","640","241","412","755","1052","1"
"2","2018","28","Hotel","7","17","507","1333","201","796","708","2129","4"
"2","2018","28","Hotel","4","13","191","470","53","82","244","552","3.2"
"2","2018","28","Hotel","12","35","27","123","645","2169","672","2292","1"
"2","2018","28","Hotel","16","40","2350","4833","2009","4191","4359","9024","1"
"2","2018","28","Hotel","9","26","313","559","110","467","423","1026","1"
"2","2018","28","","6","27","258","500","13","27","271","527","1"
"2","2018","28","Hotel","9","26","287","500","2","2","289","502","1"
"2","2018","28","Hotel","4","13","98","121","33","41","131","162","3.2"
"2","2018","28","Hotel","6","28","1787","2009","35","41","1822","2050","1"
"2","2018","28","","2","29","94","270","700","2074","794","2344","1"
"2","2018","28","Hotel","16","19","53","173","0","0","53","173","1"
"2","2018","28","Hotel","13","33","1386","1872","248","380","1634","2252","1"
"2","2018","28","Hotel","8","3","585","1377","198","450","783","1827","1"
"2","2018","28","Hotel","14","27","517","1320","950","1503","1467","2823","1"
"2","2018","28","Hotel","16","40","653","1306","93","187","746","1493","5.6666666666667"
"2","2018","28","Hotel","12","24","292","475","687","949","979","1424","1"
"2","2018","28","Hotel","10","18","1871","2196","366","587","2237","2783","3.2"
"2","2018","28","Otros","15","16","181","194","25","25","206","219","9"
"2","2018","28","Hotel","6","10","944","1231","10","10","954","1241","1"
"2","2018","28","Hotel","10","11","754","1693","162","356","916","2049","1"
"2","2018","28","Otros","6","10","66","182","0","0","66","182","3.8518518518518"
"2","2018","28","Otros","10","23","255","1374","5","12","260","1386","1"
"2","2018","28","Otros","8","2","81","327","4","14","85","341","1"
"2","2018","28","Otros","10","11","57","78","16","40","73","118","1"
"2","2018","28","Hotel","10","23","529","967","497","1071","1026","2038","2.8"
"2","2018","28","Hotel","6","12","456","668","0","0","456","668","5"
"2","2018","28","Hotel","6","27","359","748","34","44","393","792","3"
"2","2018","28","Hotel","10","23","459","927","435","1030","894","1957","2.8"
"2","2018","28","","4","39","122","311","0","0","122","311","1"
"2","2018","28","Hotel","8","34","446","584","429","429","875","1013","1"
"2","2018","28","Hotel","8","34","636","828","392","659","1028","1487","1"
"2","2018","28","Otros","4","39","9","12","0","0","9","12","2.2222222222222"
"2","2018","28","Otros","13","14","562","1124","0","0","562","1124","1"
"2","2018","28","Hotel","10","23","278","624","35","122","313","746","2.8"
"2","2018","28","Otros","13","14","550","2185","0","0","550","2185","1"
"2","2018","28","Hotel","12","24","492","779","563","1086","1055","1865","1"
"2","2018","28","","6","25","302","504","0","0","302","504","1"
"2","2018","28","Hotel","15","27","910","1545","9","16","919","1561","1"
"2","2018","28","Hotel","12","35","149","266","940","1415","1089","1681","1"
"2","2018","28","Hotel","16","40","40","50","420","730","460","780","1"
"2","2018","28","Hotel","16","27","17","27","116","183","133","210","1"
"2","2018","28","Hotel","9","30","86","377","0","0","86","377","1"
"2","2018","28","Hotel","4","13","286","542","53","92","339","634","3.2"
"2","2018","28","Hotel","2","29","23","72","319","1159","342","1231","1"
"2","2018","28","Hotel","16","20","536","1062","358","708","894","1770","1"
"2","2018","28","Hotel","5","5","444","824","104","220","548","1044","1"
"2","2018","28","Hotel","13","33","461","731","56","100","517","831","1"
"2","2018","28","Otros","16","19","400","885","2","4","402","889","1.3333333333333"
"2","2018","28","Hotel","12","24","147","476","308","611","455","1087","1"
"2","2018","28","","8","2","642","1437","38","50","680","1487","1"
"2","2018","28","Hotel","12","35","2","22","208","1918","210","1940","1"
"2","2018","28","Hotel","16","27","56","69","570","655","626","724","2.5"
"2","2018","28","Otros","9","37","93","220","0","0","93","220","2"
"2","2018","28","Otros","16","27","600","1729","24","97","624","1826","2"
"2","2018","28","Hotel","8","34","534","745","321","465","855","1210","1"
"2","2018","28","Otros","8","3","1562","6903","8","40","1570","6943","1"
"2","2018","28","Hotel","7","27","275","687","117","242","392","929","1"
"2","2018","28","Hotel","4","39","173","265","4","13","177","278","1"
"2","2018","28","Hotel","15","16","170","344","29","61","199","405","4"
"2","2018","28","Hotel","4","39","94","154","6","6","100","160","1"
"2","2018","28","Hotel","4","39","152","213","6","7","158","220","1"
"2","2018","28","Hotel","15","16","285","824","143","581","428","1405","4"
"2","2018","28","Hotel","14","31","14","22","365","970","379","992","17.4"
"2","2018","28","Hotel","8","34","344","514","326","457","670","971","1"
"2","2018","28","Hotel","6","28","327","394","68","108","395","502","1"
"2","2018","28","Hotel","7","17","384","1239","97","205","481","1444","4"
"2","2018","28","Otros","7","27","14","52","0","0","14","52","1"
"2","2018","28","Hotel","11","36","1925","2126","83","149","2008","2275","1"
"2","2018","28","Otros","7","17","536","1117","15","21","551","1138","1"
"2","2018","28","Otros","4","21","538","1738","140","363","678","2101","1"
"2","2018","28","Otros","15","16","125","132","48","49","173","181","2"
"2","2018","28","Otros","7","17","623","2371","65","389","688","2760","3"
"2","2018","28","Hotel","7","38","185","253","16","20","201","273","1"
"2","2018","28","Hotel","16","27","534","599","10","17","544","616","2.5"
"2","2018","28","Hotel","2","6","18","45","15","18","33","63","2.2"
"2","2018","28","Hotel","11","36","587","1349","122","214","709","1563","1"
"2","2018","28","Otros","13","14","16","26","6","10","22","36","1"
"2","2018","28","Hotel","6","28","70","83","6","6","76","89","1"
"2","2018","28","Hotel","6","12","64","112","0","0","64","112","5"
"2","2018","28","Otros","9","22","195","952","5","10","200","962","1"
"2","2018","28","","13","14","318","636","15","15","333","651","2"
"2","2018","28","Hotel","2","29","43","147","621","1643","664","1790","1"
"2","2018","28","Hotel","2","29","34","128","159","505","193","633","1"
"2","2018","28","Otros","4","13","335","362","26","26","361","388","1"
"2","2018","28","Hotel","15","16","103","229","48","101","151","330","4"
"2","2018","28","Hotel","2","1","127","244","7","25","134","269","6.4"
"2","2018","28","Otros","7","27","372","745","0","0","372","745","1"
"2","2018","28","Otros","13","33","178","194","0","0","178","194","5.125"
"2","2018","28","","4","21","1065","1486","116","226","1181","1712","1"
"2","2018","28","Hotel","6","10","399","399","11","11","410","410","1"
"2","2018","28","Hotel","11","36","476","1122","0","0","476","1122","1"
"2","2018","28","Otros","14","31","140","560","120","240","260","800","2.8"
"2","2018","28","Hotel","7","27","373","725","13","27","386","752","1"
"2","2018","28","Otros","6","10","95","323","0","0","95","323","3.8518518518518"
"2","2018","28","Hotel","4","39","40","70","8","10","48","80","2.6"
"2","2018","28","Otros","8","2","89","204","45","114","134","318","6.4285714285714"
"2","2018","28","Otros","11","36","50","106","10","22","60","128","5.1904761904762"
"2","2018","28","Hotel","13","33","418","418","9","9","427","427","1"
"2","2018","28","Hotel","10","18","176","176","60","60","236","236","1"
"2","2018","28","Otros","9","37","142","237","0","0","142","237","2"
"2","2018","28","","3","4","95","189","87","127","182","316","1"
"2","2018","28","Hotel","7","17","282","705","99","327","381","1032","4"
"2","2018","28","Hotel","8","2","495","819","42","68","537","887","1"
"2","2018","28","Otros","9","37","16","25","0","0","16","25","2"
"2","2018","28","Otros","15","16","257","500","42","67","299","567","2"
"2","2018","28","Hotel","10","11","1104","1424","10","12","1114","1436","1"
"2","2018","28","Hotel","16","19","234","869","0","0","234","869","1"
"2","2018","28","Hotel","10","23","258","310","146","224","404","534","4"
"2","2018","28","","7","38","411","663","65","103","476","766","1"
"2","2018","28","Hotel","7","27","420","627","8","11","428","638","1"
"2","2018","28","Hotel","11","36","604","1520","91","156","695","1676","1"
"2","2018","28","Hotel","16","40","274","402","12","42","286","444","16.333333333333"
"2","2018","28","Hotel","16","19","567","1407","29","74","596","1481","1"
"2","2018","28","Hotel","12","35","102","141","300","345","402","486","1"
"2","2018","28","Hotel","16","19","55","87","0","0","55","87","1"
"2","2018","28","Hotel","16","20","43","94","2","8","45","102","1"
"2","2018","28","Hotel","10","11","591","962","34","58","625","1020","1"
"2","2018","28","Otros","7","27","140","228","7","7","147","235","4.8333333333333"
"2","2018","28","Otros","7","27","28","96","0","0","28","96","1"
"2","2018","28","Hotel","7","27","25","34","0","0","25","34","4.1666666666667"
"2","2018","0","Otros","16","19","0","0","0","0","0","0","1"
"2","2018","28","Otros","13","14","943","2333","0","0","943","2333","1"
"2","2018","28","Otros","11","15","51","51","0","0","51","51","2.3571428571429"
"2","2018","28","Otros","10","27","138","193","116","221","254","414","4.84"
"2","2018","28","Otros","14","31","382","382","1121","1474","1503","1856","2.8"
"2","2018","28","Otros","11","36","65","168","6","14","71","182","5.1904761904762"
"2","2018","28","Hotel","16","19","328","582","10","32","338","614","1"
"2","2018","28","","14","27","360","500","24","42","384","542","2.6666666666667"
"2","2018","28","Hotel","16","40","122","144","6","6","128","150","5.6666666666667"
"2","2018","28","Hotel","10","27","10","33","0","0","10","33","2.25"
"2","2018","28","Otros","2","29","225","590","245","701","470","1291","3.28"
"2","2018","28","Hotel","13","27","10","20","11","26","21","46","1"
"2","2018","28","Otros","9","22","174","232","4","4","178","236","1"
"2","2018","28","Hotel","2","27","321","446","51","69","372","515","1"
"2","2018","28","Hotel","8","34","428","590","334","585","762","1175","1"
"2","2018","28","Hotel","7","27","413","567","20","45","433","612","1"
"2","2018","28","Hotel","15","16","213","482","121","235","334","717","4"
"2","2018","28","Hotel","16","20","96","264","11","32","107","296","1"
"2","2018","28","Otros","4","13","60","216","2","29","62","245","1"
"2","2018","28","Otros","5","9","335","477","129","229","464","706","1"
"2","2018","28","Hotel","2","1","186","511","2","2","188","513","6.4"
"2","2018","26","Otros","11","32","76","376","0","0","76","376","2.2857142857143"
"2","2018","28","Hotel","2","29","5","65","223","1432","228","1497","1"
"2","2018","28","Hotel","16","27","224","229","100","115","324","344","2.5"
"2","2018","28","Hotel","10","18","196","879","0","0","196","879","3.2"
"2","2018","28","Otros","11","36","917","1366","74","117","991","1483","1"
"2","2018","28","Otros","13","14","216","320","0","0","216","320","1"
"2","2018","0","Hotel","7","27","0","0","0","0","0","0","1"
"2","2018","28","Otros","7","17","248","506","2","2","250","508","3"
"2","2018","28","Otros","14","31","206","370","277","639","483","1009","2.8"
"2","2018","28","Hotel","12","35","180","460","224","427","404","887","1"
"2","2018","28","Hotel","2","29","336","1058","292","833","628","1891","1"
"2","2018","28","Hotel","8","3","376","988","151","380","527","1368","1"
"2","2018","28","Hotel","8","34","387","489","229","273","616","762","2.5714285714286"
"2","2018","28","Hotel","8","34","183","319","115","341","298","660","2.5714285714286"
"2","2018","28","Hotel","12","35","186","388","571","1133","757","1521","1"
"2","2018","28","Hotel","12","35","103","181","264","422","367","603","1"
"2","2018","28","Hotel","11","32","335","712","43","96","378","808","1"
"2","2018","28","Hotel","13","33","194","424","53","66","247","490","2"
"2","2018","28","Hotel","10","23","166","298","169","207","335","505","2.8"
"2","2018","28","Hotel","12","35","227","606","103","167","330","773","1"
"2","2018","28","","16","40","476","789","215","523","691","1312","3.0555555555556"
"2","2018","28","Otros","16","19","127","239","0","0","127","239","1.3333333333333"
"2","2018","28","Otros","16","20","50","200","18","72","68","272","1"
"2","2018","28","Hotel","6","12","149","319","13","33","162","352","5"
"2","2018","28","Hotel","16","19","272","549","0","0","272","549","4"
"2","2018","28","Hotel","12","24","157","352","268","473","425","825","1"
"2","2018","28","Hotel","12","24","150","212","415","479","565","691","3"
"2","2018","28","Hotel","8","3","60","420","0","0","60","420","1"
"2","2018","28","Hotel","5","9","20","21","3","3","23","24","1"
"2","2018","28","Hotel","16","27","237","311","22","118","259","429","2.5"
"2","2018","28","Otros","10","23","64","64","0","0","64","64","7"
"2","2018","28","Otros","13","14","471","996","0","0","471","996","7.3846153846154"
"2","2018","28","Otros","2","6","30","66","14","23","44","89","1"
"2","2018","24","Hotel","15","16","6","8","55","69","61","77","7.8"
"2","2018","28","Hotel","8","3","178","380","6","12","184","392","1"
"2","2018","28","Hotel","8","34","549","757","408","879","957","1636","1"
"2","2018","28","Hotel","8","3","246","700","115","229","361","929","1"
"2","2018","28","","2","29","162","440","103","279","265","719","1"
"2","2018","28","Hotel","2","1","361","530","33","56","394","586","6.4"
"2","2018","28","Hotel","7","17","199","445","12","12","211","457","4"
"2","2018","28","Otros","7","17","189","992","28","179","217","1171","3"
"2","2018","28","Hotel","16","40","159","358","302","689","461","1047","5.6666666666667"
"2","2018","28","Hotel","12","24","388","673","425","583","813","1256","1"
"2","2018","28","Hotel","14","31","129","230","299","1139","428","1369","17.4"
"2","2018","0","Hotel","9","26","0","0","0","0","0","0","1"
"2","2018","28","Hotel","6","12","10","10","0","0","10","10","5"
"2","2018","28","Otros","5","9","32","32","15","15","47","47","4.0454545454545"
"2","2018","28","Otros","5","9","18","18","0","0","18","18","4.0454545454545"
"2","2018","28","Otros","15","27","236","323","0","0","236","323","1.4222222222222"
"2","2018","28","Hotel","8","34","57","57","27","27","84","84","2.5714285714286"
"2","2018","28","Hotel","10","18","410","1110","126","338","536","1448","7.75"
"2","2018","28","Hotel","15","16","260","677","46","120","306","797","7.8"
"2","2018","28","Hotel","2","29","38","100","450","1346","488","1446","1"
"2","2018","28","Hotel","4","39","78","171","3","10","81","181","2.6"
"2","2018","28","Otros","4","39","141","141","0","0","141","141","2.2222222222222"
"2","2018","28","Hotel","4","13","156","345","65","125","221","470","5.4"
"2","2018","28","Otros","10","23","107","148","0","0","107","148","7"
"2","2018","28","Otros","14","31","53","108","507","981","560","1089","20.2"
"2","2018","28","Hotel","3","4","108","180","69","95","177","275","2.6"
"2","2018","28","Hotel","10","23","217","468","94","182","311","650","4"
"2","2018","28","Otros","9","22","612","2114","3","21","615","2135","1"
"2","2018","28","Hotel","12","24","168","389","437","613","605","1002","3"
"2","2018","28","Hotel","13","14","69","165","2","8","71","173","1"
"2","2018","28","Hotel","12","35","282","642","211","301","493","943","1.7272727272727"
"2","2018","28","Hotel","6","28","374","579","0","0","374","579","1"
"2","2018","28","","6","28","154","326","0","0","154","326","1"
"2","2018","28","Hotel","12","24","293","653","244","675","537","1328","3"
"2","2018","28","Otros","5","9","24","38","30","35","54","73","4.0454545454545"
"2","2018","28","Hotel","16","20","169","302","17","22","186","324","1"
"2","2018","28","Hotel","4","21","493","904","71","170","564","1074","3"
"2","2018","28","Otros","10","11","105","168","3","6","108","174","11.764705882353"
"2","2018","28","Otros","13","14","251","251","0","0","251","251","7.3846153846154"
"2","2018","28","Otros","6","27","337","1220","0","0","337","1220","1"
"2","2018","28","Otros","16","27","183","583","0","0","183","583","13.818181818182"
"2","2018","28","Hotel","9","26","230","430","0","0","230","430","1"
"2","2018","28","Hotel","16","27","669","714","667","830","1336","1544","2.5"
"2","2018","28","Hotel","3","4","804","1062","178","323","982","1385","3"
"2","2018","28","Otros","16","27","100","250","0","0","100","250","2"
"2","2018","28","Otros","16","19","1185","5691","6","6","1191","5697","1.3333333333333"
"2","2018","28","Hotel","6","12","617","900","35","35","652","935","5"
"2","2018","28","Hotel","2","1","237","316","40","45","277","361","6.4"
"2","2018","28","Hotel","10","11","602","1127","136","240","738","1367","1"
"2","2018","28","Otros","10","23","151","151","16","16","167","167","1"
"2","2018","28","Otros","10","27","1030","1302","174","205","1204","1507","4.84"
"2","2018","28","Hotel","16","27","300","561","62","212","362","773","2.5"
"2","2018","28","Hotel","6","28","279","330","29","51","308","381","1"
"2","2018","28","Hotel","4","13","110","245","12","17","122","262","5.4"
"2","2018","28","Hotel","14","27","642","892","37","51","679","943","8.5"
"2","2018","28","Hotel","10","27","138","191","565","686","703","877","1"
"2","2018","28","Hotel","13","27","93","115","64","92","157","207","4.2"
"2","2018","28","Hotel","3","4","776","866","9","24","785","890","3"
"2","2018","28","Otros","4","13","236","486","7","25","243","511","3.4"
"2","2018","28","Otros","11","15","61","115","0","0","61","115","2.3571428571429"
"2","2018","28","Otros","6","10","350","955","0","0","350","955","3.8518518518518"
"2","2018","28","Otros","2","1","135","165","6","9","141","174","1"
"2","2018","28","","6","12","93","295","0","0","93","295","1"
"2","2018","28","Otros","10","23","283","701","51","138","334","839","1"
"2","2018","28","Hotel","16","19","313","415","0","0","313","415","4"
"2","2018","28","Hotel","10","11","18","67","37","140","55","207","5.6666666666667"
"2","2018","28","Hotel","10","23","115","133","21","23","136","156","4"
"2","2018","28","Otros","14","31","43","134","266","630","309","764","2.8"
"2","2018","28","Otros","13","27","7","9","0","0","7","9","12.2"
"2","2018","28","Hotel","2","1","308","827","0","0","308","827","6.4"
"2","2018","28","Hotel","16","19","102","215","0","0","102","215","4"
"2","2018","28","Otros","12","35","72","116","13","15","85","131","3.5"
"2","2018","28","Otros","15","16","165","493","57","159","222","652","2"
"2","2018","28","Otros","9","22","1057","2114","243","486","1300","2600","1"
"2","2018","28","Hotel","10","27","390","464","613","812","1003","1276","1"
"2","2018","28","Hotel","2","27","156","208","11","35","167","243","3.6"
"2","2018","28","Hotel","16","20","249","270","13","28","262","298","1"
"2","2018","28","Hotel","10","18","0","0","25","74","25","74","7.75"
"2","2018","28","Hotel","6","12","206","206","0","0","206","206","5"
"2","2018","28","Hotel","2","27","94","228","7","8","101","236","3.6"
"2","2018","28","Hotel","15","16","198","461","33","132","231","593","7.8"
"2","2018","28","Hotel","10","23","75","75","27","27","102","102","4"
"2","2018","28","Hotel","11","32","334","494","56","89","390","583","1"
"2","2018","28","Hotel","14","27","99","258","45","144","144","402","8.5"
"2","2018","28","Otros","16","19","88","115","0","0","88","115","4"
"2","2018","28","Otros","10","11","202","345","15","19","217","364","11.764705882353"
"2","2018","28","Otros","13","14","127","490","0","0","127","490","1"
"2","2018","28","Hotel","2","27","123","318","16","24","139","342","3.6"
"2","2018","28","Otros","13","14","200","943","16","56","216","999","7.3846153846154"
"2","2018","28","Hotel","2","1","161","169","5","5","166","174","6.4"
"2","2018","28","Otros","7","17","235","1003","32","166","267","1169","17.166666666667"
"2","2018","28","Otros","10","23","53","131","9","36","62","167","7"
"2","2018","28","Hotel","13","27","141","255","0","0","141","255","2.75"
"2","2018","28","Otros","10","18","191","610","53","107","244","717","10.25"
"2","2018","28","Otros","5","9","45","52","12","19","57","71","4.0454545454545"
"2","2018","28","Hotel","4","39","107","233","11","25","118","258","2.6"
"2","2018","28","Otros","16","27","27","80","0","0","27","80","13.818181818182"
"2","2018","28","Hotel","14","27","13","23","8","21","21","44","8.5"
"2","2018","28","Hotel","10","11","312","579","72","109","384","688","5.6666666666667"
"2","2018","28","Hotel","10","18","164","499","118","296","282","795","7.75"
"2","2018","28","Otros","14","31","90","125","119","231","209","356","20.2"
"2","2018","28","Otros","11","32","75","351","0","0","75","351","2.2857142857143"
"2","2018","28","Otros","5","5","64","129","40","68","104","197","3.65625"
"2","2018","28","Otros","6","25","214","526","0","0","214","526","2.3846153846154"
"2","2018","28","Hotel","3","4","36","151","8","35","44","186","2.6"
"2","2018","28","Otros","7","27","361","1152","19","30","380","1182","4.8333333333333"
"2","2018","28","Otros","2","29","142","307","180","419","322","726","3.28"
"2","2018","28","Hotel","2","29","61","191","165","518","226","709","1"
"2","2018","28","Otros","4","21","213","443","24","64","237","507","1"
"2","2018","28","Hotel","7","27","325","375","0","0","325","375","4.1666666666667"
"2","2018","28","Otros","5","5","35","101","16","22","51","123","3.65625"
"2","2018","28","Otros","11","36","283","766","135","286","418","1052","5.1904761904762"
"2","2018","28","Otros","6","27","204","550","0","0","204","550","1"
"2","2018","28","Hotel","7","27","258","258","0","0","258","258","4.1666666666667"
"2","2018","28","Hotel","16","20","305","542","47","85","352","627","1"
"2","2018","28","Hotel","12","24","179","334","171","349","350","683","3"
"2","2018","28","Hotel","9","26","74","101","20","20","94","121","1.5"
"2","2018","28","Hotel","7","17","535","1447","96","305","631","1752","10"
"2","2018","28","Hotel","9","37","185","250","38","105","223","355","3.4"
"2","2018","28","Hotel","5","5","445","640","152","174","597","814","2.1428571428571"
"2","2018","28","Otros","6","27","185","664","2","4","187","668","3.960088691796"
"2","2018","28","Hotel","9","37","46","74","8","50","54","124","3.4"
"2","2018","28","Otros","10","27","110","110","178","179","288","289","4.84"
"2","2018","28","Otros","8","3","218","478","10","19","228","497","10"
"2","2018","28","Otros","16","20","61","76","0","0","61","76","3.0769230769231"
"2","2018","28","Otros","9","22","83","115","0","0","83","115","7.6428571428571"
"2","2018","28","Otros","10","27","367","433","90","101","457","534","4.84"
"2","2018","28","Otros","10","23","221","284","26","40","247","324","7"
"2","2018","28","Otros","2","6","420","420","110","110","530","530","1"
"2","2018","28","Otros","5","5","56","77","86","140","142","217","4"
"2","2018","28","Otros","4","39","19","24","0","0","19","24","2.2222222222222"
"2","2018","28","Hotel","2","27","272","322","86","90","358","412","1"
"2","2018","28","Hotel","14","31","45","122","78","693","123","815","24"
"2","2018","28","Otros","12","35","22","30","247","376","269","406","2.6666666666667"
"2","2018","28","Otros","2","29","228","415","114","251","342","666","3.28"
"2","2018","28","Otros","8","3","1331","3283","170","564","1501","3847","10"
"2","2018","28","Hotel","7","27","60","124","0","0","60","124","1"
"2","2018","28","","13","14","28","104","36","132","64","236","1"
"2","2018","28","Hotel","6","10","617","693","37","46","654","739","6.6"
"2","2018","28","Hotel","8","34","142","165","113","153","255","318","2.5714285714286"
"2","2018","28","Hotel","9","22","313","568","3","6","316","574","2.5555555555556"
"2","2018","28","Hotel","2","6","66","121","42","119","108","240","2.2"
"2","2018","28","Hotel","10","27","83","122","327","399","410","521","2.25"
"2","2018","28","Otros","14","27","272","272","0","0","272","272","11.833333333333"
"2","2018","28","Otros","6","12","390","647","8","24","398","671","1.8256578947368"
